517776.142281352;	cycle,it,executionDll, simulationDll, executionTrainLl, simulationTrainLl,realTrainLl, executionValidLl, realValidLl, executionTestLl, realTestLl
530000.169492239;	0.0,126.0,8817.075612937875,8817.075612937875,-8952058.903465545,-8952058.903465545,-8952058.903465545,-2237757.5594945033,-2237757.5594945033,0.0,0.0
530030.293873009;	0.0,127.0,8812.196213875224,8812.196213875224,-8943246.70725167,-8943246.70725167,-8943246.70725167,-2235513.0920934486,-2235513.0920934486,0.0,0.0
530182.3714496781;	0.0,128.0,8669.114869731675,8669.114869731675,-8934577.592381937,-8934577.592381937,-8934577.592381937,-2233266.120530229,-2233266.120530229,0.0,0.0
530210.5203997181;	0.0,129.0,25794.108725910988,25794.108725910988,-8908783.483656028,-8908783.483656028,-8908783.483656028,-2226881.853371822,-2226881.853371822,0.0,0.0
530335.282944028;	0.0,130.0,8593.444741644249,8593.444741644249,-8900190.038914384,-8900190.038914384,-8900190.038914384,-2224857.690351034,-2224857.690351034,0.0,0.0
530365.313364601;	0.0,131.0,8573.233565611634,8573.233565611634,-8891616.805348767,-8891616.805348767,-8891616.805348767,-2222766.4185211477,-2222766.4185211477,0.0,0.0
530395.9204039341;	0.0,132.0,8491.772152468126,8491.772152468126,-8883125.033196295,-8883125.033196295,-8883125.033196295,-2220723.7923759976,-2220723.7923759976,0.0,0.0
530424.311535966;	0.0,133.0,8489.073572014284,8489.073572014284,-8874635.959624285,-8874635.959624285,-8874635.959624285,-2218639.992569814,-2218639.992569814,0.0,0.0
530454.8536738771;	0.0,134.0,24894.24384891892,24894.24384891891,-8849741.715775361,-8849741.715775361,-8849741.715775361,-2212339.801771964,-2212339.801771964,0.0,0.0
530525.275662267;	0.0,135.0,24853.154650332628,24853.154650332628,-8824888.56112503,-8824888.56112503,-8824888.56112503,-2206174.339300669,-2206174.339300669,0.0,0.0
530591.811830939;	0.0,136.0,8167.9730710807835,8167.9730710807835,-8816720.588053951,-8816720.588053951,-8816720.588053951,-2204128.351006998,-2204128.351006998,0.0,0.0
530619.2389556101;	0.0,137.0,7624.800512235102,7624.800512235102,-8809095.787541712,-8809095.787541712,-8809095.787541712,-2202337.900988318,-2202337.900988318,0.0,0.0
530646.694731461;	0.0,138.0,7555.293854245332,7555.293854245332,-8801540.493687468,-8801540.493687468,-8801540.493687468,-2200477.4397104513,-2200477.4397104513,0.0,0.0
530675.260136378;	0.0,139.0,7518.789825648688,7518.789825648688,-8794021.703861823,-8794021.703861823,-8794021.703861823,-2198493.468394842,-2198493.468394842,0.0,0.0
530704.937853198;	0.0,140.0,7490.298468109046,7490.298468109046,-8786531.405393714,-8786531.405393714,-8786531.405393714,-2196715.2245386643,-2196715.2245386643,0.0,0.0
530735.88307927;	0.0,141.0,7471.277074050229,7471.277074050229,-8779060.128319664,-8779060.128319664,-8779060.128319664,-2194675.201251395,-2194675.201251395,0.0,0.0
530764.9143221481;	0.0,142.0,7033.525898415684,7033.525898415684,-8772026.602421245,-8772026.602421245,-8772026.602421245,-2192793.3652952667,-2192793.3652952667,0.0,0.0
530795.392491195;	0.0,143.0,53502.991732093076,53502.991732093076,-8718523.61068915,-8718523.61068915,-8718523.61068915,-2179134.534655664,-2179134.534655664,0.0,0.0
531072.831082517;	0.0,144.0,6775.419049013704,6775.419049013704,-8711748.191640137,-8711748.191640137,-8711748.191640137,-2177388.384818184,-2177388.384818184,0.0,0.0
531101.9803763321;	0.0,145.0,6735.957679042673,6735.957679042673,-8705012.2339611,-8705012.2339611,-8705012.2339611,-2175725.834620506,-2175725.834620506,0.0,0.0
531192.756659763;	0.0,146.0,19871.630329453023,19871.630329453023,-8685140.603631644,-8685140.603631644,-8685140.603631644,-2170392.967557174,-2170392.967557174,0.0,0.0
531253.3291374351;	0.0,147.0,19459.387719519662,19459.38771951967,-8665681.215912124,-8665681.215912124,-8665681.215912124,-2165285.1156547274,-2165285.1156547274,0.0,0.0
531313.6571807021;	0.0,148.0,6303.005714040319,6303.005714040319,-8659378.210198084,-8659378.210198084,-8659378.210198084,-2163671.82371378,-2163671.82371378,0.0,0.0
531342.090322904;	0.0,149.0,6301.026542802487,6301.026542802487,-8653077.183655282,-8653077.183655282,-8653077.183655282,-2162001.201933951,-2162001.201933951,0.0,0.0
531377.530532744;	0.0,150.0,48306.609914882065,48306.609914882065,-8604770.573740395,-8604770.573740395,-8604770.573740395,-2149944.497189227,-2149944.497189227,0.0,0.0
531665.807244243;	0.0,151.0,6194.274030304303,6194.274030304303,-8598576.29971009,-8598576.29971009,-8598576.29971009,-2148446.6673975023,-2148446.6673975023,0.0,0.0
531697.858214047;	0.0,152.0,46750.121712752945,46750.121712752945,-8551826.177997334,-8551826.177997334,-8551826.177997334,-2136686.443855911,-2136686.443855911,0.0,0.0
531976.758646328;	0.0,153.0,5970.301476793102,5970.301476793102,-8545855.876520542,-8545855.876520542,-8545855.876520542,-2135156.241163953,-2135156.241163953,0.0,0.0
532006.605135918;	0.0,154.0,15792.386648160482,15792.386648160482,-8530063.489872383,-8530063.489872383,-8530063.489872383,-2131389.240899511,-2131389.240899511,0.0,0.0
532066.70661498;	0.0,155.0,15089.6106645426,15089.6106645426,-8514973.879207836,-8514973.879207836,-8514973.879207836,-2127683.4786074837,-2127683.4786074837,0.0,0.0
532135.125247098;	0.0,156.0,5636.245994349112,5636.245994349112,-8509337.63321349,-8509337.63321349,-8509337.63321349,-2126269.0228225486,-2126269.0228225486,0.0,0.0
532165.1347396;	0.0,157.0,5538.655445630315,5538.655445630315,-8503798.977767862,-8503798.977767862,-8503798.977767862,-2124823.2237492194,-2124823.2237492194,0.0,0.0
532196.8425287601;	0.0,158.0,38717.91594522944,38717.91594522944,-8465081.061822632,-8465081.061822632,-8465081.061822632,-2114923.6229043594,-2114923.6229043594,0.0,0.0
532496.6981503931;	0.0,159.0,9054.049476398892,9054.049476398892,-8456027.012346236,-8456027.012346236,-8456027.012346236,-2112601.503250349,-2112601.503250349,0.0,0.0
532592.233929364;	0.0,160.0,7099.1195523948445,7099.1195523948445,-8448927.892793838,-8448927.892793838,-8448927.892793838,-2110805.190272632,-2110805.190272632,0.0,0.0
532687.1628425231;	0.0,161.0,5520.373626036006,5520.373626036006,-8443407.519167803,-8443407.519167803,-8443407.519167803,-2109471.70583428,-2109471.70583428,0.0,0.0
532714.286299529;	0.0,162.0,3638.2742541753414,3638.2742541753414,-8439769.244913626,-8439769.244913626,-8439769.244913626,-2108519.5726791155,-2108519.5726791155,0.0,0.0
532779.411636056;	0.0,163.0,41416.94293902117,41416.94293902119,-8398352.301974604,-8398352.301974604,-8398352.301974604,-2098106.1363850827,-2098106.1363850827,0.0,0.0
533057.984755359;	0.0,164.0,14400.719222829783,14400.719222829783,-8383951.582751774,-8383951.582751774,-8383951.582751774,-2094504.4325940167,-2094504.4325940167,0.0,0.0
533266.757911802;	0.0,165.0,5394.394184450703,5394.394184450703,-8378557.188567324,-8378557.188567324,-8378557.188567324,-2093146.9565179031,-2093146.9565179031,0.0,0.0
533303.028281408;	0.0,166.0,41210.34911942292,41210.34911942292,-8337346.839447899,-8337346.839447899,-8337346.839447899,-2082747.2234506267,-2082747.2234506267,0.0,0.0
533573.5129395741;	0.0,167.0,5068.809477715933,5068.809477715933,-8332278.029970182,-8332278.029970182,-8332278.029970182,-2081501.1720784893,-2081501.1720784893,0.0,0.0
533602.445268708;	0.0,168.0,5321.8348107856755,5321.8348107856755,-8326956.195159396,-8326956.195159396,-8326956.195159396,-2080223.9683607975,-2080223.9683607975,0.0,0.0
533640.4196914961;	0.0,169.0,40396.939023095874,40396.93902309588,-8286559.256136298,-8286559.256136298,-8286559.256136298,-2070293.0985771879,-2070293.0985771879,0.0,0.0
533931.3896391031;	0.0,170.0,3487.6290954827655,3487.6290954827655,-8283071.6270408165,-8283071.6270408165,-8283071.6270408165,-2069399.497565227,-2069399.497565227,0.0,0.0
533964.404606417;	0.0,171.0,5214.1049487311575,5214.1049487311575,-8277857.522092085,-8277857.522092085,-8277857.522092085,-2068178.0693397122,-2068178.0693397122,0.0,0.0
533995.258135864;	0.0,172.0,13730.978791179092,13730.978791179092,-8264126.543300906,-8264126.543300906,-8264126.543300906,-2064773.4728296609,-2064773.4728296609,0.0,0.0
534062.030051126;	0.0,173.0,39346.917216137874,39346.91721613789,-8224779.626084768,-8224779.626084768,-8224779.626084768,-2054691.1611691462,-2054691.1611691462,0.0,0.0
534354.7645033681;	0.0,174.0,4702.404958107638,4702.404958107638,-8220077.221126661,-8220077.221126661,-8220077.221126661,-2053561.021855142,-2053561.021855142,0.0,0.0
534450.1907367391;	0.0,175.0,3399.879606145356,3399.879606145356,-8216677.341520515,-8216677.341520515,-8216677.341520515,-2052737.315617619,-2052737.315617619,0.0,0.0
534514.01002447;	0.0,176.0,5055.959363152815,5055.959363152815,-8211621.382157363,-8211621.382157363,-8211621.382157363,-2051489.7361922348,-2051489.7361922348,0.0,0.0
534544.5024591461;	0.0,177.0,15044.789472948061,15044.789472948061,-8196576.592684414,-8196576.592684414,-8196576.592684414,-2047780.0393078113,-2047780.0393078113,0.0,0.0
534606.137698655;	0.0,178.0,4806.930204156211,4806.930204156211,-8191769.662480258,-8191769.662480258,-8191769.662480258,-2046532.3180615073,-2046532.3180615073,0.0,0.0
534634.150459615;	0.0,179.0,14362.271475973394,14362.271475973394,-8177407.391004286,-8177407.391004286,-8177407.391004286,-2042996.6969637293,-2042996.6969637293,0.0,0.0
534693.206917327;	0.0,180.0,3188.585598164351,3188.585598164351,-8174218.805406123,-8174218.805406123,-8174218.805406123,-2042303.5273956326,-2042303.5273956326,0.0,0.0
534751.479901134;	0.0,181.0,14253.625654773587,14253.625654773587,-8159965.179751349,-8159965.179751349,-8159965.179751349,-2038834.8665154297,-2038834.8665154297,0.0,0.0
534814.417588172;	0.0,182.0,12484.446841549594,12484.446841549594,-8147480.732909798,-8147480.732909799,-8147480.732909798,-2035733.327500491,-2035733.327500491,0.0,0.0
534877.014909354;	0.0,183.0,13729.14488313409,13729.14488313409,-8133751.588026665,-8133751.588026665,-8133751.588026665,-2032262.5088282241,-2032262.5088282241,0.0,0.0
534938.5648189461;	0.0,184.0,3005.2563596559494,3005.2563596559494,-8130746.33166701,-8130746.33166701,-8130746.33166701,-2031539.8406476048,-2031539.8406476048,0.0,0.0
534968.8344429741;	0.0,185.0,13385.618943495007,13385.618943495007,-8117360.712723514,-8117360.712723514,-8117360.712723514,-2028147.1851444119,-2028147.1851444119,0.0,0.0
535031.557749249;	0.0,186.0,13352.715023439108,13352.715023439108,-8104007.997700076,-8104007.997700076,-8104007.997700076,-2024751.141422398,-2024751.141422398,0.0,0.0
535352.088494743;	0.0,187.0,13176.19529923406,13176.19529923406,-8090831.802400841,-8090831.802400841,-8090831.802400841,-2021412.6178163425,-2021412.6178163425,0.0,0.0
535417.090507495;	0.0,188.0,13168.815963371675,13168.815963371671,-8077662.986437471,-8077662.986437471,-8077662.986437471,-2017883.250586011,-2017883.250586011,0.0,0.0
535484.3436208171;	0.0,189.0,4343.1247592578675,4343.1247592578675,-8073319.861678214,-8073319.861678214,-8073319.861678214,-2016720.99770204,-2016720.99770204,0.0,0.0
535521.827652227;	0.0,190.0,28542.800475913085,28542.800475913085,-8044777.061202299,-8044777.061202299,-8044777.061202299,-2009316.21998976,-2009316.21998976,0.0,0.0
535824.9763512011;	0.0,191.0,3950.985475405805,3950.985475405805,-8040826.075726894,-8040826.075726894,-8040826.075726894,-2008271.2805360078,-2008271.2805360078,0.0,0.0
535857.754677707;	0.0,192.0,2888.1141502770333,2888.1141502770333,-8037937.961576617,-8037937.961576617,-8037937.961576617,-2007608.5949159681,-2007608.5949159681,0.0,0.0
536158.7550358;	0.0,193.0,11132.625689039713,11132.625689039713,-8026805.335887578,-8026805.335887578,-8026805.335887578,-2004758.589568185,-2004758.589568185,0.0,0.0
536223.201362089;	0.0,194.0,4147.19012317435,4147.19012317435,-8022658.145764403,-8022658.145764403,-8022658.145764403,-2003718.1290571953,-2003718.1290571953,0.0,0.0
536255.745181991;	0.0,195.0,4101.022089012304,4101.022089012304,-8018557.12367539,-8018557.12367539,-8018557.12367539,-2002741.1513916913,-2002741.1513916913,0.0,0.0
536285.7867943931;	0.0,196.0,2728.003914506995,2728.003914506995,-8015829.119760883,-8015829.119760883,-8015829.119760883,-2002025.7228479057,-2002025.7228479057,0.0,0.0
536313.7981441771;	0.0,197.0,4023.13965713399,4023.13965713399,-8011805.980103748,-8011805.980103748,-8011805.980103748,-2001056.9289118268,-2001056.9289118268,0.0,0.0
536342.7844753141;	0.0,198.0,12059.21354610129,12059.213546101293,-7999746.766557646,-7999746.766557646,-7999746.766557646,-1997683.613566878,-1997683.613566878,0.0,0.0
536410.1994577211;	0.0,199.0,10596.756141725506,10596.756141725506,-7989150.01041592,-7989150.01041592,-7989150.01041592,-1995025.9638732662,-1995025.9638732662,0.0,0.0
536478.194074878;	0.0,200.0,11878.169398634178,11878.169398634185,-7977271.841017285,-7977271.841017285,-7977271.841017285,-1991965.3806649973,-1991965.3806649973,0.0,0.0
536539.183830862;	0.0,201.0,3949.19151554375,3949.19151554375,-7973322.649501741,-7973322.649501741,-7973322.649501741,-1990866.135144346,-1990866.135144346,0.0,0.0
536571.1553391741;	0.0,202.0,3909.3144420984245,3909.3144420984245,-7969413.335059644,-7969413.335059644,-7969413.335059644,-1989915.1064361692,-1989915.1064361692,0.0,0.0
536604.3256912561;	0.0,203.0,11313.81823202454,11313.81823202454,-7958099.516827618,-7958099.516827618,-7958099.516827618,-1987000.1432098146,-1987000.1432098146,0.0,0.0
536676.127333687;	0.0,204.0,32423.572758363105,32423.572758363098,-7925675.944069256,-7925675.944069256,-7925675.944069256,-1978930.8917255816,-1978930.8917255816,0.0,0.0
536995.288820239;	0.0,205.0,10886.228429103721,10886.228429103721,-7914789.715640151,-7914789.715640151,-7914789.715640151,-1976083.521242479,-1976083.521242479,0.0,0.0
537059.741288621;	0.0,206.0,10761.597302309921,10761.597302309921,-7904028.118337842,-7904028.118337842,-7904028.118337842,-1973456.6543379738,-1973456.6543379738,0.0,0.0
537126.7433348381;	0.0,207.0,33330.662420734436,33330.662420734436,-7870697.45591711,-7870697.45591711,-7870697.45591711,-1965017.496309442,-1965017.496309442,0.0,0.0
537757.690134041;	0.0,208.0,3637.8426002006545,3637.8426002006545,-7867059.613316908,-7867059.613316908,-7867059.613316908,-1964095.737867307,-1964095.737867307,0.0,0.0
537981.231550024;	0.0,209.0,9369.578206919858,9369.578206919858,-7857690.035109988,-7857690.035109988,-7857690.035109988,-1961929.6790040815,-1961929.6790040815,0.0,0.0
538046.9416486961;	0.0,210.0,2288.3393777789643,2288.3393777789643,-7855401.69573221,-7855401.69573221,-7855401.69573221,-1961329.0636409605,-1961329.0636409605,0.0,0.0
538409.205126174;	0.0,211.0,3387.048477698644,3387.048477698644,-7852014.647254512,-7852014.647254512,-7852014.647254512,-1960481.0766370655,-1960481.0766370655,0.0,0.0
538441.8199687591;	0.0,212.0,2227.2481816281297,2227.2481816281297,-7849787.399072885,-7849787.399072885,-7849787.399072885,-1959880.1499883053,-1959880.1499883053,0.0,0.0
538474.464934306;	0.0,213.0,2225.656531054484,2225.656531054484,-7847561.742541829,-7847561.742541829,-7847561.742541829,-1959232.8025889497,-1959232.8025889497,0.0,0.0
538540.343452453;	0.0,214.0,4378.480064558251,4378.480064558251,-7843183.26247727,-7843183.26247727,-7843183.26247727,-1958090.279967272,-1958090.279967272,0.0,0.0
538604.910686369;	0.0,215.0,8710.66248129159,8710.66248129159,-7834472.599995979,-7834472.599995979,-7834472.599995979,-1955959.179591562,-1955959.179591562,0.0,0.0
538675.314746988;	0.0,216.0,31439.892128927844,31439.89212892785,-7803032.707867052,-7803032.707867052,-7803032.707867052,-1947993.9368628918,-1947993.9368628918,0.0,0.0
538976.5172860051;	0.0,217.0,3181.3256995037045,3181.3256995037045,-7799851.382167549,-7799851.382167549,-7799851.382167549,-1947125.0320602746,-1947125.0320602746,0.0,0.0
539205.6633210201;	0.0,218.0,2601.8802460902507,2601.8802460902507,-7797249.501921458,-7797249.501921458,-7797249.501921458,-1946469.7276913433,-1946469.7276913433,0.0,0.0
539236.302590606;	0.0,219.0,1266.65748321735,1266.65748321735,-7795982.844438241,-7795982.844438241,-7795982.844438241,-1946173.9205551732,-1946173.9205551732,0.0,0.0
539272.143721826;	0.0,220.0,2521.5877837686076,2521.5877837686076,-7793461.256654472,-7793461.256654472,-7793461.256654472,-1945477.937828744,-1945477.937828744,0.0,0.0
539301.765459768;	0.0,221.0,3156.617604050959,3156.617604050959,-7790304.63905042,-7790304.63905042,-7790304.63905042,-1944686.6922760445,-1944686.6922760445,0.0,0.0
539336.79348993;	0.0,222.0,28217.48228740846,28217.482287408475,-7762087.156763011,-7762087.156763011,-7762087.156763011,-1937363.9076032883,-1937363.9076032883,0.0,0.0
539653.8286144531;	0.0,223.0,2330.313600845684,2330.313600845684,-7759756.843162164,-7759756.843162164,-7759756.843162164,-1936764.9948340098,-1936764.9948340098,0.0,0.0
539683.651531497;	0.0,224.0,1357.9799985268592,1357.9799985268592,-7758398.863163636,-7758398.863163636,-7758398.863163636,-1936383.2521327848,-1936383.2521327848,0.0,0.0
539719.1481413711;	0.0,225.0,4004.929676376023,4004.9296763760212,-7754393.933487262,-7754393.933487262,-7754393.933487262,-1935319.3764916353,-1935319.3764916353,0.0,0.0
539792.0854305531;	0.0,226.0,2081.0413362403215,2081.0413362403215,-7752312.892151021,-7752312.892151021,-7752312.892151021,-1934812.7660772821,-1934812.7660772821,0.0,0.0
539823.634043823;	0.0,227.0,9303.084329121151,9303.084329121148,-7743009.8078219,-7743009.8078219,-7743009.8078219,-1932481.2051742545,-1932481.2051742545,0.0,0.0
539881.868510116;	0.0,228.0,2065.223063098707,2065.223063098707,-7740944.584758801,-7740944.584758801,-7740944.584758801,-1931979.8398683935,-1931979.8398683935,0.0,0.0
539916.074371467;	0.0,229.0,21623.561848515892,21623.561848515885,-7719321.022910286,-7719321.022910286,-7719321.022910286,-1926462.4050829334,-1926462.4050829334,0.0,0.0
540753.1483576751;	0.0,230.0,2033.158731640081,2033.158731640081,-7717287.8641786445,-7717287.8641786445,-7717287.8641786445,-1925983.8025220467,-1925983.8025220467,0.0,0.0
540914.391641452;	0.0,231.0,2027.5561940491134,2027.5561940491134,-7715260.307984596,-7715260.307984596,-7715260.307984596,-1925470.166434428,-1925470.166434428,0.0,0.0
540950.223948064;	0.0,232.0,2985.9539802505724,2985.9539802505724,-7712274.354004346,-7712274.354004346,-7712274.354004346,-1924743.2627595963,-1924743.2627595963,0.0,0.0
540979.9049002731;	0.0,233.0,2964.910302229355,2964.910302229355,-7709309.443702117,-7709309.443702117,-7709309.443702117,-1923945.9350737182,-1923945.9350737182,0.0,0.0
541007.337849734;	0.0,234.0,2958.247973383277,2958.247973383277,-7706351.195728732,-7706351.195728732,-7706351.195728732,-1923296.356064765,-1923296.356064765,0.0,0.0
541037.155773538;	0.0,235.0,2852.0149812839636,2852.0149812839636,-7703499.180747449,-7703499.180747449,-7703499.180747449,-1922627.8690575643,-1922627.8690575643,0.0,0.0
541072.3570468801;	0.0,236.0,26446.612861267684,26446.612861267677,-7677052.567886181,-7677052.567886181,-7677052.567886181,-1916145.1821373699,-1916145.1821373699,0.0,0.0
541763.292583277;	0.0,237.0,4645.041632594204,4645.041632594204,-7672407.526253588,-7672407.526253588,-7672407.526253588,-1914968.2779350153,-1914968.2779350153,0.0,0.0
541842.3910368631;	0.0,238.0,5646.80821364803,5646.8082136480225,-7666760.71803994,-7666760.71803994,-7666760.71803994,-1913626.282486764,-1913626.282486764,0.0,0.0
541909.7150222281;	0.0,239.0,5635.6664397517125,5635.666439751709,-7661125.051600189,-7661125.051600189,-7661125.051600189,-1912237.7704217809,-1912237.7704217809,0.0,0.0
541977.639247688;	0.0,240.0,1873.5096200275693,1873.5096200275693,-7659251.541980161,-7659251.541980161,-7659251.541980161,-1911791.9508120783,-1911791.9508120783,0.0,0.0
542022.785056864;	0.0,241.0,2776.7402528022567,2776.7402528022567,-7656474.80172736,-7656474.80172736,-7656474.80172736,-1911071.1568455847,-1911071.1568455847,0.0,0.0
542116.910848476;	0.0,242.0,1836.796184853626,1836.796184853626,-7654638.005542506,-7654638.005542506,-7654638.005542506,-1910607.5224364386,-1910607.5224364386,0.0,0.0
542155.4483509341;	0.0,243.0,24679.72837842113,24679.72837842113,-7629958.277164083,-7629958.277164083,-7629958.277164083,-1904353.3692599605,-1904353.3692599605,0.0,0.0
542453.57020631;	0.0,244.0,1981.52053246811,1981.52053246811,-7627976.756631616,-7627976.756631616,-7627976.756631616,-1903804.647325655,-1903804.647325655,0.0,0.0
542487.619663857;	0.0,245.0,2724.095641458387,2724.095641458387,-7625252.660990157,-7625252.660990157,-7625252.660990157,-1903161.7195285568,-1903161.7195285568,0.0,0.0
542519.247349362;	0.0,246.0,18127.720958614304,18127.720958614304,-7607124.940031543,-7607124.940031543,-7607124.940031543,-1898621.1966457171,-1898621.1966457171,0.0,0.0
542981.2292988431;	0.0,247.0,11752.67912857451,11752.67912857451,-7595372.260902966,-7595372.260902966,-7595372.260902966,-1895675.7606964032,-1895675.7606964032,0.0,0.0
543052.2802708801;	0.0,248.0,11698.75542537641,11698.75542537641,-7583673.5054775905,-7583673.5054775905,-7583673.5054775905,-1892710.2819248717,-1892710.2819248717,0.0,0.0
543121.74103781;	0.0,249.0,2690.4552315370565,2690.4552315370565,-7580983.050246053,-7580983.050246053,-7580983.050246053,-1892065.6056098854,-1892065.6056098854,0.0,0.0
543195.086550557;	0.0,250.0,7944.951564324681,7944.951564324681,-7573038.098681727,-7573038.098681727,-7573038.098681727,-1890172.651056163,-1890172.651056163,0.0,0.0
543406.292878706;	0.0,251.0,5136.7672590335005,5136.7672590335005,-7567901.331422691,-7567901.331422691,-7567901.331422691,-1888895.714618104,-1888895.714618104,0.0,0.0
543539.840013879;	0.0,252.0,2567.972826135449,2567.972826135449,-7565333.358596556,-7565333.358596556,-7565333.358596556,-1888262.4820301891,-1888262.4820301891,0.0,0.0
543574.6066811171;	0.0,253.0,1711.3379694717241,1711.3379694717241,-7563622.020627084,-7563622.020627084,-7563622.020627084,-1887822.8669782816,-1887822.8669782816,0.0,0.0
543607.9578882001;	0.0,254.0,2551.9508206079954,2551.9508206079954,-7561070.069806473,-7561070.069806473,-7561070.069806473,-1887185.3236078373,-1887185.3236078373,0.0,0.0
543638.693262391;	0.0,255.0,16687.21179984395,16687.211799843957,-7544382.858006634,-7544382.858006634,-7544382.858006634,-1883110.8696339792,-1883110.8696339792,0.0,0.0
